,FROM_ADDRESS,function_count_30d_bin,value_sent_bin,contract_diversity_7d_bin,gas_used_7d_bin,tx_per_day_bin,first_last_bin,tx_count_30d_bin_binary,cluster_jaccard
19769,0xb9f4c36a7e8e7fe5d0aadbe05cbc77ac04c08f9e,0,none_or_zero,low,very_low,high,,1,4
19770,0xb9fad3f41f703489e471e31d33c2daf349471261,0,none_or_zero,low,very_low,high,very_short,1,4
19771,0xb9fef66b6b24977d08688b5a0d85906e60d7aeca,1,none_or_zero,low,high,high,very_short,1,6
19772,0xba0084eeca146d212a7332dc5faad96f204b9e66,0,none_or_zero,very_low,high,high,very_short,1,1
19773,0xba01ad881cab2f85efc9edb8b442220cbb2ec162,0,none_or_zero,low,very_low,high,very_short,1,4
19774,0xba02e04c96ee4b38f8ad5b6cd0444ea23854c97f,0,none_or_zero,low,very_low,high,very_short,1,4
19775,0xba070ea0726a5395634d6f8a5f939a7178631ab8,0,none_or_zero,very_low,low,high,very_short,1,3
19776,0xba08f84ccab8abad5d311719c21f494170690f3d,0,none_or_zero,very_low,high,high,very_short,1,1
19777,0xba0c053250785a76cd85e789436b0208c1bf7c86,1,none_or_zero,very_low,very_low,very_high,,1,5
19778,0xba0e91605d4132cfbeae35f9a8acbc05488e9c3a,0,none_or_zero,low,very_low,high,very_short,1,4
19779,0xba1030459e75f6041f938c5470f4e0f6468d5253,1,none_or_zero,low,very_low,high,very_short,1,6
19780,0xba12222222228d8ba445958a75a0704d566bf2c8,1,high,very_high,low,very_high,,1,5
19781,0xba1333333333a1ba1108e8412f11850a5c319ba9,1,none_or_zero,medium,low,high,,1,5
19782,0xba13afecda9beb75de5c56bbaf696b880a5a50dd,1,none_or_zero,low,low,high,,1,6
19783,0xba1448f51d6f084d2d7ebca521f09de12f844287,0,moderate,low,very_low,high,very_short,1,4
19784,0xba1462f43c6f60ebd1c62735c94e428ad073e01a,1,none_or_zero,low,very_low,high,very_short,1,6
19785,0xba16d7bb56047d5b2016d1302c7c899ee9bb9127,1,none_or_zero,low,high,high,very_short,1,6
19786,0xba18bee1359d6a40f7b618627416eb13359a7669,1,none_or_zero,very_low,medium,high,very_short,1,3
19787,0xba18e2fb63bfbaa3cc648f3759901074618ef4f8,0,none_or_zero,low,very_low,high,very_short,1,4
19788,0xba19a1bad856271dc00567cf470d0fd47ea75d50,0,moderate,very_low,high,high,very_short,1,1
19789,0xba19dce4e43fe16671d81b10d6f823d22032b6e2,0,none_or_zero,low,very_low,high,,1,4
19790,0xba201165c46ce26f4693f8f98107f046eac550ec,0,none_or_zero,low,very_low,high,very_short,1,4
19791,0xba24d7e581e93ff984a9f896559c4585772ab022,0,none_or_zero,low,very_low,high,very_short,1,4
19792,0xba2699c65b1d287500023a2563cc76017257792d,0,none_or_zero,low,very_low,high,very_short,1,4
19793,0xba27bf4afe9d44037391c3c8e8efd34cd0ab0fc3,1,none_or_zero,low,very_low,high,very_short,1,6
19794,0xba2a013b29631d3277bbbce80c970d06c1bda0c3,1,none_or_zero,low,low,high,,1,6
19795,0xba2cafd7e90fe14021767a84e43ff45077f056d7,0,none_or_zero,low,very_low,high,very_short,1,4
19796,0xba2ee0a1a791896d6180fb16abd6647d2fa14f25,0,none_or_zero,very_low,medium,high,very_short,1,2
19797,0xba30009f12bbd89aa2f5a465c5765699a1ea07ae,0,none_or_zero,very_low,medium,high,,1,3
19798,0xba3436fd341f2c8a928452db3c5a3670d1d5cc73,1,none_or_zero,low,very_low,high,,1,6
19799,0xba34409f5aab4e14e0ea696cbf0fce73612601b4,0,none_or_zero,very_low,medium,high,very_short,1,2
19800,0xba369bd77a346babcd282cb1a015194e8ec54542,0,none_or_zero,very_low,high,high,,1,3
19801,0xba39fda0d71d1ec943df0f30d309841e608f6c50,0,moderate,very_low,medium,high,very_short,1,2
19802,0xba3df935681d680edf27a465d7310dfd72533fd6,0,none_or_zero,low,very_low,high,very_short,1,4
19803,0xba3e5e70fd729593db3beeb33c0fb573274c5d95,0,none_or_zero,low,very_low,high,very_short,1,4
19804,0xba40917080746543702c90a75d2fd36c7f333395,0,none_or_zero,low,very_low,high,very_short,1,4
19805,0xba422d9454ae5a7ddb497af2ea03abc94321fa5c,0,none_or_zero,very_low,medium,high,very_short,1,2
19806,0xba445823018a83ed48a04a30cfbbeb4b70ceedad,1,very_high,low,medium,very_high,,1,5
19807,0xba4555a80e47477bbf23b721563d38b10eb65dfa,0,none_or_zero,low,very_low,high,,1,4
19808,0xba46c68d3fd3a5d98b28e738537d972caf2d1615,0,none_or_zero,very_low,medium,high,very_short,1,2
19809,0xba47e2c1077aafe544302c532f84e91205cc9bdb,1,none_or_zero,low,low,high,,1,6
19810,0xba555cd6874581d41948f828a944c349445c96f2,0,none_or_zero,low,very_low,high,very_short,1,4
19811,0xba58c9b54acb83e66b8b58ed31e7b5e3adc74b00,1,high,high,medium,very_high,very_short,1,5
19812,0xba5bde662c17e2adff1075610382b9b691296350,0,none_or_zero,low,very_low,high,,1,4
19813,0xba5d3f357e0495080e3c7007a1fe5ca3345134ac,0,none_or_zero,very_low,high,high,very_short,1,1
19814,0xba5e35e26ae59c7aea6f029b68c6460de2d13eb6,1,high,low,medium,high,,1,6
19815,0xba6b0e33f35562f8529868a9f5ad89b068ad4648,1,none_or_zero,low,medium,high,,1,6
19816,0xba6e38219ac69cd42e2b40eae1f91c7bd0762449,0,none_or_zero,very_low,high,high,very_short,1,1
19817,0xba6f51e8d50cb759009f5dbe9f618a9924962887,0,none_or_zero,low,very_low,high,very_short,1,4
19818,0xba6fa3849581de294754db5e5316fa9b45893dcd,0,none_or_zero,low,very_low,high,very_short,1,4
19819,0xba6febaac53ff4b1c764677aa1cbc90ea283462b,0,none_or_zero,low,very_low,high,very_short,1,4
19820,0xba726320a6d963b3a9e7e3685fb12aea71af3f6d,0,none_or_zero,low,very_low,high,very_short,1,4
19821,0xba75fbf7acec7195552d7fd6a1f14752ba44654c,0,none_or_zero,low,very_low,high,,1,4
19822,0xba7872534a6c9097d805d8bee97e030f4e372e54,0,none_or_zero,low,very_low,high,,1,4
19823,0xba7a03a37c0799a4182d1c4ca3bf3321f8ba3329,1,none_or_zero,medium,medium,high,,1,5
19824,0xba7a133991f06af7d8b3d410e10c15905d46f422,0,none_or_zero,low,very_low,high,very_short,1,4
19825,0xba7a6fe7def9107fcb558a7c3db8682d43748aaa,0,none_or_zero,low,very_low,high,very_short,1,4
19826,0xba7d6841ecd99a26640c38daf8909e3cc5bef482,0,none_or_zero,very_low,medium,high,very_short,1,2
19827,0xba81d4c6a096e97be52f6b1f8d555ce083d705b1,0,none_or_zero,low,very_low,high,very_short,1,4
19828,0xba8716dbdbbf336c560d2c1f36e0875246440716,0,moderate,low,very_low,high,very_short,1,4
19829,0xba883f9a2e351da28c959e399a4c19b0cc831e45,0,none_or_zero,very_low,low,high,very_short,1,3
19830,0xba8b8375af6bb5b7e0424d8581b82fe39cfcff8a,0,none_or_zero,low,very_low,high,very_short,1,4
19831,0xba8ea0d0537fa7c7da6591d279365052f55e7bcc,0,none_or_zero,low,very_low,high,very_short,1,4
19832,0xba90498e7b920cc97c2cc47e3ecd9c0f1cbc5961,0,none_or_zero,very_low,medium,high,very_short,1,2
19833,0xba91ffd8a2b9f68231eca6af51623b3433a89b13,0,tiny,low,very_low,high,,1,4
19834,0xba95f68b410a7e2f21fdb8b982095dc6a58f20cf,0,none_or_zero,low,very_low,high,very_short,1,4
19835,0xba96c3d0033fb7688f0748a5f732294609624dba,0,none_or_zero,very_low,medium,high,very_short,1,2
19836,0xba9a3c0a22baebe8c4926227bde32d6edc0d5d28,0,none_or_zero,very_low,high,high,,1,3
19837,0xba9a9087e5a5b459ab608f2acb59715f0750f3a0,0,none_or_zero,low,very_low,high,very_short,1,4
19838,0xba9c562ed58633ad073cf614bba05e5ec92fd968,0,none_or_zero,very_low,medium,high,very_short,1,2
19839,0xbaa021810c948706f03f4ec6de00bbc2e0618650,0,none_or_zero,very_low,medium,high,very_short,1,2
19840,0xbaa0b0b82f325d3a81367526febea0bea8edf4b0,0,none_or_zero,low,medium,high,very_short,1,4
19841,0xbaa3c7c6662e75b5d86609bef4e4dbf47d7c5280,0,none_or_zero,low,very_low,high,,1,4
19842,0xbaa555868421193b5e86bf1842d58fed36fa95e0,0,none_or_zero,low,very_low,high,,1,4
19843,0xbaa59dbad43480823964dd8be45aa3f691fe28b3,0,moderate,very_low,high,high,very_short,1,1
19844,0xbaa6c0c9f159fe1d17cbc297500591aedbc5cab8,0,none_or_zero,low,very_low,high,very_short,1,4
19845,0xbaac2b4491727d78d2b78815144570b9f2fe8899,1,none_or_zero,very_low,very_low,very_high,,1,5
19846,0xbaaf3b7a0b9de67de3097420d31800a885db6b41,0,none_or_zero,very_low,very_low,high,,1,3
19847,0xbaafed32ec23b8e206820181318c0750cd194a5c,1,none_or_zero,low,low,high,,1,6
19848,0xbab521c81fd9da91a3cd15d404a53f46c7493d01,0,none_or_zero,low,very_low,high,very_short,1,4
19849,0xbabe4490da9bcf0bbf062c40112aea2109d6ba7f,1,none_or_zero,low,low,very_high,,1,5
19850,0xbac13b8ee6cb360908885e27a5f0e9876508d726,0,none_or_zero,very_low,high,high,very_short,1,1
19851,0xbac573399d6e7e57cfef6136fadf9bed1fb8f066,0,none_or_zero,low,very_low,high,very_short,1,4
19852,0xbac59cb21e5f495f74f6d69246978d9d580e0259,0,none_or_zero,low,very_low,high,very_short,1,4
19853,0xbac848d95569072898798198d03fdccac611146f,0,none_or_zero,low,very_low,high,very_short,1,4
19854,0xbac93bf14984256adfa4c20767b824f51274689d,0,none_or_zero,low,very_low,high,very_short,1,4
19855,0xbacbcebe53224bcf2d94dea936ee682b6bdc9847,0,none_or_zero,low,very_low,high,very_short,1,4
19856,0xbacd01da8602f47f8289036c8ddc37e359cb9b02,0,none_or_zero,low,very_low,high,very_short,1,4
19857,0xbad181fc88f085f8668b4d7ea74ebede605ccf79,0,none_or_zero,low,very_low,high,very_short,1,4
19858,0xbad46e035289b5fa5fcf6b42acf3d28975b22585,1,none_or_zero,low,high,high,very_short,1,6
19859,0xbad9e204aef3429c0d4b7fc061ae43dc74ad29d9,0,none_or_zero,very_low,medium,high,very_short,1,2
19860,0xbada5558640eaf3ce1836aff8085f99615d45afe,0,none_or_zero,low,very_low,high,very_short,1,4
19861,0xbada55d506b29fc35c0742d34a9c0abaab590dad,0,none_or_zero,low,very_low,high,very_short,1,4
19862,0xbadc0de76438f9524d42c219b390636196bfbdfc,1,none_or_zero,low,very_low,very_high,,1,5
19863,0xbadc0ffee00baa564f3fea62e9d37843284c1e6a,1,none_or_zero,low,medium,high,,1,6
19864,0xbadcccc17569b540c77690d584e27b916b0e03cb,0,none_or_zero,very_low,high,high,,1,3
19865,0xbae0bbf24176d2fc2b73be936ec9a17bdeda2842,0,none_or_zero,low,very_low,high,very_short,1,4
19866,0xbae19b38bf727be64af0b578c34985c3d612e2ba,0,none_or_zero,low,very_low,high,,1,4
19867,0xbae30f064b2e96644f900a9f6c7a5cdc11247344,1,none_or_zero,high,medium,high,,1,5
19868,0xbae52f3d6f215339d9e3c328d34f93dc5b6262a7,0,none_or_zero,very_low,high,high,very_short,1,1
19869,0xbae535520abd9f8c85e58929e0006a2c8b372f74,0,none_or_zero,very_low,very_low,high,,1,3
19870,0xbaec0e18c770993ffb1175fef493b5113cc6e32d,1,none_or_zero,low,very_low,high,,1,6
19871,0xbaecd1463d230972db5b3a801b38855dc387f90b,0,none_or_zero,very_low,medium,high,very_short,1,2
19872,0xbaee533471fbf3e2a2a598ef5d90673ac269a74f,1,none_or_zero,low,very_low,high,very_short,1,6
19873,0xbaf08dc9e3d1cc5b027cc748fcdc1406bc61bb97,0,none_or_zero,low,very_low,high,,1,4
19874,0xbaf1003d868fe25552648587b05db694906e5ef0,0,none_or_zero,very_low,high,high,very_short,1,1
19875,0xbaf4e6899b206b1456299ad4d193235fa8ef1f84,0,none_or_zero,low,very_low,high,very_short,1,4
19876,0xbaf5f3a05bd7af6f3a0bba207803bf77e2657c8f,1,very_high,low,medium,very_high,,1,5
19877,0xbaf7d7d52f74270fa4bff284a0c1d3312097a052,1,none_or_zero,low,high,high,very_short,1,6
19878,0xbaf8dd498ad0b5171ee9e773542d3b05a3bd61ff,0,low,very_low,high,high,very_short,1,1
19879,0xbafa54f29e984ab1982e9ff1665c4b0d02d9e4b2,0,none_or_zero,low,very_low,high,very_short,1,4
19880,0xbafba9af0e9b493cb8cfa02b7f7c4c138cf9067f,0,none_or_zero,low,very_low,high,very_short,1,4
19881,0xbaff59cd208105fdcee96ac1d4a40ed4dd1320e2,1,none_or_zero,low,high,high,very_short,1,6
19882,0xbb068ecee8fc76a5c038bec857943efc3a3d5d32,1,none_or_zero,low,very_low,high,,1,6
19883,0xbb0a67795043e3e81a7dff632e3b3a8a107d9a3b,0,tiny,low,very_low,high,very_short,1,4
19884,0xbb0a677a969a1f5b78c468b8a44ead9a49c3314a,0,none_or_zero,low,very_low,high,very_short,1,4
19885,0xbb0eccb680ff8b2cbbb239b200cc6f9927b4aacb,1,none_or_zero,low,low,high,,1,6
19886,0xbb0ff1b291904d8095d9879d9e4bafb3760c7fd6,0,none_or_zero,low,very_low,high,very_short,1,4
19887,0xbb1101c740ff588deed3efb59f9957f3cab365c4,0,none_or_zero,low,very_low,high,very_short,1,4
19888,0xbb1212a71b78c95889f29db871cd500265fa4a55,1,none_or_zero,low,very_low,high,,1,6
19889,0xbb12d6020e80e9f329f72f9d2209807d2e49d3f8,0,none_or_zero,low,very_low,high,very_short,1,4
19890,0xbb138ce37870443d5b2b02a36619d3478738e0f6,0,none_or_zero,very_low,low,high,,1,3
19891,0xbb146d6521d29651519c61bb430474f0a210ff1d,0,none_or_zero,very_low,high,high,,1,3
19892,0xbb1607befb98196ce9f0eee6311c9d992c0dff0d,0,none_or_zero,very_low,medium,high,very_short,1,2
19893,0xbb1651825a12d5dcfcbef325bfa264d0b27b8554,0,none_or_zero,low,very_low,high,very_short,1,4
19894,0xbb172dee359d271c02fdb15ccd60be45edadb55d,0,none_or_zero,very_low,high,high,very_short,1,1
19895,0xbb1b2809ea05e19e349fa2f0eb790c0530403c0b,0,none_or_zero,very_low,medium,high,very_short,1,2
19896,0xbb1bb2d3bb01a2dc57bd2c6095aa8f8d3db3b07b,1,none_or_zero,low,medium,high,very_short,1,6
19897,0xbb1c20b3c32ad046bb41ea06920c3d1d1982fe75,1,none_or_zero,low,high,high,very_short,1,6
19898,0xbb1db64e1d328b3ec3da734cce38ac76249347a6,1,none_or_zero,low,high,high,very_short,1,6
19899,0xbb216d924380a14ddfa98b7a953bc1ca77c24df0,1,none_or_zero,low,very_low,high,very_short,1,6
19900,0xbb2228e6b404691c3c680bf476049d82c4677339,0,none_or_zero,low,very_low,high,very_short,1,4
19901,0xbb25c2e1d86920c6603485a8fc8512ad86a8ebd1,1,none_or_zero,low,high,high,very_short,1,6
19902,0xbb26df665c594c723b746f68010d4dedbd441c8c,1,none_or_zero,low,low,high,,1,6
19903,0xbb27d26ba8fae6acb781f3f0ec2308547d6bdbf6,0,none_or_zero,very_low,medium,high,very_short,1,2
19904,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,1,none_or_zero,low,low,very_high,,1,5
19905,0xbb2d7d435aea219850d1cbb89c08f3c673c6dcf9,0,none_or_zero,low,very_low,high,,1,4
19906,0xbb2d92fb26a1a2ff47fad001e34ad36adbe3960c,0,none_or_zero,low,very_low,high,very_short,1,4
19907,0xbb2ea38a99fdc89dd22d06009ba34aa4081075ce,0,none_or_zero,low,very_low,high,very_short,1,4
19908,0xbb2ea70c9e858123480642cf96acbcce1372dce1,1,none_or_zero,medium,low,very_high,,1,5
19909,0xbb33e5e9495b4201eaeec06c829f94bc2ffa7153,0,none_or_zero,low,very_low,high,very_short,1,4
19910,0xbb33ed8c1148e62411a97d25390fd48698fd937e,0,none_or_zero,low,very_low,high,,1,4
19911,0xbb371e76a6af9ac652429976c443cb19752809b7,0,none_or_zero,low,very_low,high,very_short,1,4
19912,0xbb38d10033b26f3836a8c1e41788206868b9f228,0,none_or_zero,very_low,low,high,,1,3
19913,0xbb392c01d44dde673a499946808bd222970ecea1,0,none_or_zero,very_low,medium,high,very_short,1,2
19914,0xbb3aa9a38394d4c2141d7a82e740a9d6eb554490,0,none_or_zero,low,very_low,high,very_short,1,4
19915,0xbb3d657c5bd87af9f76629e2dcbbd259cc651f9c,0,none_or_zero,very_low,medium,high,very_short,1,2
19916,0xbb3d7f42c58abd83616ad7c8c72473ee46df2678,1,none_or_zero,low,low,high,,1,6
19917,0xbb437059584e30598b3af0154472e47e6e2a45b9,0,none_or_zero,low,very_low,high,,1,4
19918,0xbb493890c5a30a047576f9114081cb65038c651c,1,none_or_zero,low,very_low,high,,1,6
19919,0xbb4c805f70ab496d1301ad0d6c4f81c11b7e92df,1,none_or_zero,low,high,high,very_short,1,6
19920,0xbb4e7fe26e592b9ce3f8d5fc5860c52079cf770c,0,tiny,low,very_low,high,very_short,1,4
19921,0xbb4ec93f01c5ae88b843cc946497da75b65fe662,1,none_or_zero,low,high,high,very_short,1,6
19922,0xbb51e2a15a9158ebe2b0ceb8678511e063ab7a55,0,none_or_zero,very_low,low,high,very_short,1,3
19923,0xbb549046497364a1e26f94f7e93685dc29fad8c0,0,none_or_zero,low,very_low,high,,1,4
19924,0xbb57364195c9156622fadbe0a081de6069d96b4c,0,tiny,very_low,high,high,very_short,1,1
19925,0xbb5cc022d7dbd06804c60166b83e332768ff783b,0,none_or_zero,very_low,high,high,very_short,1,1
19926,0xbb609b3672a0034159e51eb61ef236c76c9193c2,0,none_or_zero,very_low,high,high,very_short,1,1
19927,0xbb623c7ecccd7803c51373f07ca088e7ba1651d2,0,none_or_zero,low,very_low,high,very_short,1,4
19928,0xbb636c9f92a61b47241ec034924191e9275c4ef1,0,moderate,low,very_low,high,very_short,1,4
19929,0xbb66dacc1c2cdeb7b52a371206002731599d5e47,0,none_or_zero,very_low,medium,high,very_short,1,2
19930,0xbb68be266b8cdebeec78d8842e475436aae68a66,0,none_or_zero,low,very_low,high,very_short,1,4
19931,0xbb6922ab4803e9216578e03bd31c5ed0354882cd,0,none_or_zero,very_low,medium,high,very_short,1,2
19932,0xbb69620dfbed8eb1d9cea6685d8a943f7186251e,0,moderate,low,very_low,high,very_short,1,4
19933,0xbb6a075602880159610ecb4d0cc30ce2aeea6684,0,none_or_zero,low,very_low,high,very_short,1,4
19934,0xbb6c71737ca9838831d75a7bcf784bc3f6a990c5,1,none_or_zero,low,high,high,very_short,1,6
19935,0xbb6ee284747e6bb61fe4ffb4dc0dd535e58dd5aa,0,none_or_zero,low,very_low,high,very_short,1,4
19936,0xbb702bd5bbcc60623728ad806cae14ba53dde5e4,0,none_or_zero,low,very_low,high,very_short,1,4
19937,0xbb77cf28cc6f83b0897153d3e47abe33ab5e75d7,0,none_or_zero,low,very_low,high,very_short,1,4
19938,0xbb790b1a6b982a873b7ad28e362cbaa6aa093fe3,0,none_or_zero,low,very_low,high,very_short,1,4
19939,0xbb7ad3f9ccbc94085b7f7b1d5258e59f5f068741,0,none_or_zero,low,very_low,high,,1,4
19940,0xbb7b35f4f4705d861a3a3862b69cad4cce25de69,0,none_or_zero,low,very_low,high,very_short,1,4
19941,0xbb7cbae22c4f090efe5f0e1cf26bfa7985c38c65,0,none_or_zero,low,very_low,high,very_short,1,4
19942,0xbb7eacce440a0ff6460b017cd76f2321e34578e9,0,none_or_zero,low,very_low,high,very_short,1,4
19943,0xbb7fc9776c68e620f8773f0d6eef79f1f6e0b209,0,none_or_zero,low,very_low,high,very_short,1,4
19944,0xbb8174a98fbaf4e4ed3e60bb3a76f3074fe2b748,0,none_or_zero,low,very_low,high,very_short,1,4
19945,0xbb84a857d5b7e1652d7782f62cdfa50980fed1e5,0,none_or_zero,very_low,medium,high,very_short,1,2
19946,0xbb853d3bfa9548ae9de24081db96714610616125,0,none_or_zero,low,very_low,high,very_short,1,4
19947,0xbb88e3afb16a2ba548237b7c4eba12db6da9db51,0,none_or_zero,very_low,medium,high,very_short,1,2
19948,0xbb8c45883d8bad1f1fa7822378a638074fc3801f,0,none_or_zero,low,very_low,high,very_short,1,4
19949,0xbb8e0915b1ca829af624633d36b12f7135b30162,1,none_or_zero,low,high,high,very_short,1,6
19950,0xbb9aa61fc4db0d9bc6f81ee4bbcbcd1a571326ff,0,none_or_zero,low,very_low,high,very_short,1,4
19951,0xbb9af47a8578a703884db15457ac90aad3efa44b,1,moderate,low,high,high,very_short,1,6
19952,0xbba4c8eb57df16c4cfabe4e9a3ab697a3e0c65d8,0,none_or_zero,low,very_low,high,very_short,1,4
19953,0xbba984bd13e38c8f6c8030bb6db80d92ff111830,0,none_or_zero,low,very_low,high,very_short,1,4
19954,0xbba9b8e2f698d2b1d79b6ee9fb05ac2520696f6d,1,none_or_zero,low,very_low,high,,1,6
19955,0xbbabd602646d7286bddf1da3f4ebdb1a7eae90f7,0,none_or_zero,very_low,medium,high,very_short,1,2
19956,0xbbaf8b2837cbbc7146f5bc978d6f84db0be1cacc,0,none_or_zero,very_low,low,high,very_short,1,3
19957,0xbbb5008da7ef90a416a4389fdad3872d6896cff9,0,none_or_zero,very_low,high,high,very_short,1,1
19958,0xbbb91efac046065427a2464b14d66b66a443818f,0,none_or_zero,low,very_low,high,,1,4
19959,0xbbb9bf440d0f686487925fef3b0a0f9aa67753f6,1,none_or_zero,low,very_low,high,,1,6
19960,0xbbbbbbb520d69a9775e85b458c58c648259fad5f,1,high,high,low,very_high,,1,5
19961,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,1,none_or_zero,medium,low,very_high,,1,5
19962,0xbbbdb106a806173d1eea1640961533ff3114d69a,0,none_or_zero,low,very_low,high,,1,4
19963,0xbbbf7713edba0016a4574ccbcad3d641f2411add,0,none_or_zero,low,very_low,high,very_short,1,4
19964,0xbbc2b9df9562d63433d1b968566efd7688d7a89c,1,none_or_zero,low,high,high,very_short,1,6
19965,0xbbc3189ce6c5f646a678fe00617035f4d80ffe5d,0,none_or_zero,low,very_low,high,very_short,1,4
19966,0xbbc5ed66ffd8ce11e196feeb6c1d7a4a8fd09a9d,0,none_or_zero,very_low,medium,high,very_short,1,2
19967,0xbbc72ede78c2c0a38c03bff5ea7f109d63296f5f,0,none_or_zero,low,very_low,high,very_short,1,4
19968,0xbbc76132eb0c090fbd7a03e1a8743b6cf5f04c52,0,low,very_low,high,high,very_short,1,1
19969,0xbbc7f7a6aadac103769c66cbc69ab720f7f9eae3,0,none_or_zero,low,very_low,high,,1,4
19970,0xbbca7e3a41a19ae49ec163b84c75b5dc90a397ae,1,moderate,medium,high,high,very_short,1,5
19971,0xbbcb9396f18f88eb5295577506e9077f4ba08e9a,0,none_or_zero,very_low,high,high,very_short,1,1
19972,0xbbcc1220b698f8825eb1f9dcafc2fc970f424696,1,none_or_zero,low,high,high,very_short,1,6
19973,0xbbcd092f135d8e08f3d4eb81297cd7e0d4c50ec4,0,none_or_zero,low,very_low,high,,1,4
19974,0xbbcec987e4c189fcbab0a2534c77b3ba89229f11,0,none_or_zero,low,very_low,high,very_short,1,4
19975,0xbbd2ca33ff2988c028447de1c5c668db1ed94cfa,0,none_or_zero,low,very_low,very_high,,1,5
19976,0xbbd33948107e6c6e2bd6d5fee16f85abad3a4f07,0,high,low,very_low,high,very_short,1,4
19977,0xbbd5db94640c5f1c3b328b4d4de7ee2dc3244c9d,0,none_or_zero,very_low,low,high,very_short,1,3
19978,0xbbd8285be181d7770d9f3d5a48d78fdd774d16a7,0,none_or_zero,low,very_low,high,very_short,1,4
19979,0xbbd9e597292c32986b4fdcbfabc76672a02a1c3a,0,none_or_zero,low,very_low,high,very_short,1,4
19980,0xbbdcf5e4aa194b4fd9adf2c6ad5a22e0367b8b8f,0,none_or_zero,very_low,medium,high,very_short,1,2
19981,0xbbdf7d806a54fe1f563a3de662543afce613d0a4,1,none_or_zero,low,medium,high,very_short,1,6
19982,0xbbe07b9d0b3c44a6eb4a7245600fa1aff4918874,0,none_or_zero,very_low,high,high,very_short,1,1
19983,0xbbe1c829931a20b180926c7781b9ecb6a4c91220,0,none_or_zero,very_low,medium,high,very_short,1,2
19984,0xbbe69506029a9af4c1cfa5a4d5c51c7b31f10bb7,0,none_or_zero,low,very_low,high,very_short,1,4
19985,0xbbf05516bdbc940c9ecb8789a127cd32cab6cec1,0,none_or_zero,low,very_low,high,very_short,1,4
19986,0xbbf078a8849d74623e36e6dbbdc8e0a35e657c26,0,none_or_zero,low,very_low,high,,1,4
19987,0xbbf4362611804c9f7856574889e3a5de6673b08b,0,none_or_zero,low,very_low,high,,1,4
19988,0xbbf5e82a7918a9f906270e939d511ea1ed77b941,0,none_or_zero,low,very_low,high,very_short,1,4
19989,0xbbfa875674c23f3d6f88e57df2c4588a8aae9ed1,0,none_or_zero,low,very_low,high,very_short,1,4
19990,0xbbfacce880d47212fb48f755bd2a06336fe4069b,1,high,medium,medium,high,very_short,1,6
19991,0xbbfe09cd1754452ca8b6bdc984732053e3f38c68,0,none_or_zero,very_low,medium,high,very_short,1,2
19992,0xbc050493f0e8dfe6f247c5cb66574ffdd6555f2e,0,none_or_zero,low,very_low,high,very_short,1,4
19993,0xbc0663ef63add180609944c58ba7d4851890ca45,1,none_or_zero,low,medium,high,,1,6
19994,0xbc07d07bbfce03d2c15f4d192b2c2a6f1493cfa0,0,none_or_zero,very_low,high,high,very_short,1,1
19995,0xbc0f3b23930fff9f4894914bd745ababa9588265,0,none_or_zero,low,very_low,high,very_short,1,4
19996,0xbc1965957258c58ee7b27f9b6a8ca82ff97755ae,0,none_or_zero,low,very_low,high,very_short,1,4
19997,0xbc1d9d88b29e2f11b5babf23f106ef3368618963,0,none_or_zero,very_low,medium,high,very_short,1,2
19998,0xbc20a707ebc481cda44ea9f9d9ac0a9eae77f6ab,0,none_or_zero,low,very_low,high,very_short,1,4
19999,0xbc23a189a7f7ee3b4eee1d621c79a9978dfb1a7d,0,none_or_zero,very_low,low,high,,1,3
20000,0xbc23e8f1a12064d87a0cf60145498334464833de,0,none_or_zero,very_low,medium,high,very_short,1,2
20001,0xbc27b882b65e40205efcb9373b11b06caa7c0f81,0,none_or_zero,low,very_low,high,very_short,1,4
20002,0xbc2ec6e69b1251bb7533519694ade63338d274b2,1,none_or_zero,low,medium,high,very_short,1,6
20003,0xbc304dd6fce73b095e7ed26a2e7d2a30ad06d1bb,0,none_or_zero,very_low,high,high,very_short,1,1
20004,0xbc30e564052a622d6b50170b73ff14ee49eeade0,1,none_or_zero,low,very_low,high,very_short,1,6
20005,0xbc3285dd06284b28c19351f7c0635fc5e0f74d36,0,low,low,very_low,high,very_short,1,4
20006,0xbc32f27019f4ab48b3cc32cb7ef7e299095f11a9,0,tiny,very_low,high,high,very_short,1,1
20007,0xbc33e0e5b31ea7faf8cb71065647f53b84c8616f,0,none_or_zero,low,very_low,very_high,very_short,1,5
20008,0xbc34669eae511bc47430ecac22afe7dda034f042,0,none_or_zero,very_low,medium,high,very_short,1,2
20009,0xbc36bb7f3e9992dbbd09b150f25a464bf067c0e6,0,tiny,low,very_low,high,very_short,1,4
20010,0xbc36bcf0e535625c814193dee42a7567746b20cb,0,none_or_zero,low,very_low,high,very_short,1,4
20011,0xbc39ba8251634c9a05abca35c0fe90b131d5df8f,0,tiny,low,very_low,high,very_short,1,4
20012,0xbc3ab692b291871903328bba8bff30fb98258b8d,0,none_or_zero,low,very_low,high,very_short,1,4
20013,0xbc3d8b22a75ee8db67db1b25e1b8d799c084dfe9,0,none_or_zero,low,very_low,high,very_short,1,4
20014,0xbc444fcbcff14aafcbd441e170c1b98df19ccabb,0,none_or_zero,very_low,high,high,very_short,1,1
